preset_id,major,minor,split,gen
rcp_81007a2025df2b3f,黑白全色相,黑白全色相_01,train,0
rcp_8127be01f42ac605,胶片复古,胶片复古_00,train,0
rcp_8158b0a63adce441,冷调青绿,冷调青绿_00,train,0
rcp_815efe57bd0bd04c,胶片青橙,胶片青橙_04,train,0
rcp_81744953cbc5767b,黑白全色相,黑白全色相_00,train,0
rcp_8180d9cc193dac8f,复古暖调,复古暖调_03,train,0
rcp_819c0f806a5b1ed2,高饱和暖调,高饱和暖调_00,train,0
rcp_81a8be37547c0bb9,胶片复古,胶片复古_00,train,0
rcp_81c323cfe0cacc98,复古胶片,复古胶片_03,train,0
rcp_81c65587c31951a3,品红复古,品红复古_02,train,0
rcp_81cedf37663a8ce2,青橙胶片,青橙胶片_01,train,0
rcp_81f485beb7e66eda,黑白去色,黑白去色_02,train,0
rcp_8207d0c93cfe0d3f,高亮复古,高亮复古_06,train,0
rcp_822bdeb50931861b,高饱和暖调,高饱和暖调_00,train,0
rcp_82474b434f744413,胶片复古,胶片复古_04,train,0
rcp_8251a9f4b5808364,暖调复古,暖调复古_01,train,0
rcp_82c20532e9650788,胶片复古,胶片复古_00,train,0
rcp_82c68c02426bbc6d,低饱和复古,低饱和复古_03,train,0
rcp_830423696bc49774,青橙复古,青橙复古_02,train,0
rcp_830a2417e083dfb3,青绿胶片,青绿胶片_01,train,0
rcp_8336334bf126ed4e,青橙胶片,青橙胶片_00,train,0
rcp_838097a9a25972d6,暖调高亮,暖调高亮_04,train,0
rcp_83878a918db39e79,暖调胶片,暖调胶片_05,train,0
rcp_83a6a8bf2827257e,青橙复古,青橙复古_05,train,0
rcp_83a92e7c93f0bdaa,黑白去色,黑白去色_02,train,0
rcp_83ab28433b02c53c,暖调品红,暖调品红_06,train,0
rcp_83b2999cf8b629d5,青橙胶片,青橙胶片_00,train,0
rcp_83b796db5f6f91bd,黑白全色相,黑白全色相_01,train,0
rcp_83baa56e02b185fd,胶片青橙,胶片青橙_04,train,0
rcp_840a693c2a177b23,青橙暗调,青橙暗调_00,train,0
rcp_8414080a23c64a99,青橙胶片,青橙胶片_01,train,0
rcp_841f02a2e9afe8df,高亮青绿,高亮青绿_04,train,0
rcp_843b26d8f15c18b9,青橙胶片,青橙胶片_00,train,0
rcp_844b923f41cb24ee,胶片复古,胶片复古_04,train,0
rcp_845e9b4b3357c9d2,暖调高亮,暖调高亮_05,train,0
rcp_848a991114a80013,高亮复古,高亮复古_05,train,0
rcp_849313ea500bb989,青橙复古,青橙复古_05,train,0
rcp_84b18f48a6766f9d,青橙复古,青橙复古_02,train,0
rcp_84b1ac9ec06fd455,胶片复古,胶片复古_00,train,0
rcp_84eca0c676b4f0d7,青绿胶片,青绿胶片_01,train,0
rcp_850b4630f3c2c70b,青橙复古,青橙复古_02,train,0
rcp_85539e2c6a62afd5,高亮冷调,高亮冷调_01,train,0
rcp_8572222ca4d31d88,青橙胶片,青橙胶片_01,train,0
rcp_8583dac4c7a790ea,高亮清透,高亮清透_01,train,0
rcp_85888e58792a9273,品红复古,品红复古_02,train,0
rcp_858a018632ce4d99,胶片青橙,胶片青橙_04,train,0
rcp_858f25e233ccff3a,暖调高亮,暖调高亮_04,train,0
rcp_859a7a0a9cc4db90,青橙胶片,青橙胶片_01,train,0
rcp_85a9ec2c6bb82556,高饱和暖调,高饱和暖调_00,train,0
rcp_85d61a871eb761d1,青橙复古,青橙复古_02,train,0
rcp_85f779d1b8bb8e12,暖调高亮,暖调高亮_05,train,0
rcp_85ffd91061c000c3,暖调胶片,暖调胶片_05,train,0
rcp_86031710e2219fc3,青橙胶片,青橙胶片_01,train,0
rcp_860d1a3cb49c7f56,高饱和暖调,高饱和暖调_00,train,0
rcp_860ef4364b1e2a80,青橙复古,青橙复古_05,train,0
rcp_86189b58e41acdfd,暖调品红,暖调品红_06,train,0
rcp_86343f00c78af74a,复古暖调,复古暖调_03,train,0
rcp_8640b6fce5a513a1,暖调高亮,暖调高亮_04,train,0
rcp_8642cdf001014cd5,胶片复古,胶片复古_04,train,0
rcp_864cfd6036327dee,暖调胶片,暖调胶片_05,train,0
rcp_865a72d5d525aba3,青橙复古,青橙复古_02,train,0
rcp_8670e0affcf2c89a,复古暖调,复古暖调_03,train,0
rcp_86822d3c6d49c397,低饱和冷调,低饱和冷调_01,train,0
rcp_869ea702f21a0e6c,胶片青橙,胶片青橙_04,train,0
rcp_86a6a340b0d17f27,青橙复古,青橙复古_02,train,0
rcp_86ae1aba513f2b5b,胶片复古,胶片复古_04,train,0
rcp_86b816218aafca83,冷调青绿,冷调青绿_00,train,0
rcp_86ca92585b11e47a,高亮清透,高亮清透_01,train,0
rcp_86cf423e64ba778d,青橙胶片,青橙胶片_00,train,0
rcp_86f16fb43f979ee8,青橙胶片,青橙胶片_00,train,0
rcp_86f2a127a8ca36aa,暖调胶片,暖调胶片_05,train,0
rcp_86f96b0503dd212c,青橙胶片,青橙胶片_00,train,0
rcp_86fad9b5b6e45409,胶片青橙,胶片青橙_04,train,0
rcp_86fed4efb9fbace2,低饱和复古,低饱和复古_03,train,0
rcp_8704bb6c04afd290,青绿胶片,青绿胶片_01,train,0
rcp_8729c757fbce1cac,黑白全色相,黑白全色相_01,train,0
rcp_872aaf09de71fb5b,青橙胶片,青橙胶片_00,train,0
rcp_8743004269d3b327,冷调高亮,冷调高亮_04,train,0
rcp_87542c2b9b7ef909,青橙低饱和,青橙低饱和_06,train,0
rcp_87585f5e2271d032,青橙胶片,青橙胶片_00,train,0
rcp_877aaf6761cfb148,青橙复古,青橙复古_07,train,0
rcp_87911a8a02e27ccf,暖调高亮,暖调高亮_04,train,0
rcp_879c589621ed310c,胶片青橙,胶片青橙_04,train,0
rcp_87a72aa3aa9473fc,胶片青绿,胶片青绿_00,train,0
rcp_87d4fe5b4b9823c0,高饱和暖调,高饱和暖调_00,train,0
rcp_87dbbfc9e09ff3fb,青橙胶片,青橙胶片_01,train,0
rcp_87e947e5ba9fb8df,青橙胶片,青橙胶片_01,train,0
rcp_88111b086b32b4e6,暖调胶片,暖调胶片_05,train,0
rcp_881ff7cca4071aeb,青橙胶片,青橙胶片_00,train,0
rcp_882d29c56192d2b6,青橙胶片,青橙胶片_00,train,0
rcp_8838b52ecd5185fc,胶片青橙,胶片青橙_04,train,0
rcp_88512371b6c060ae,高亮暖调,高亮暖调_02,train,0
rcp_887eb0115b3d336f,胶片青橙,胶片青橙_04,train,0
rcp_887f529f864b52f2,低饱和复古,低饱和复古_03,train,0
rcp_888c5b94caa8a9ec,青橙胶片,青橙胶片_05,train,0
rcp_88b320e78bb6de6d,青橙胶片,青橙胶片_01,train,0
rcp_88b3a73c6d745752,高饱和暖调,高饱和暖调_00,train,0
rcp_88bbe7d1d8e0ce93,胶片复古,胶片复古_04,train,0
rcp_88ca5ee4058e643e,青橙胶片,青橙胶片_00,train,0
rcp_88d0f6cb7491b31a,青橙胶片,青橙胶片_00,train,0
rcp_8912aab99e936e5e,复古青橙,复古青橙_03,train,0
rcp_891765c58ea451b6,胶片青绿,胶片青绿_00,train,0
rcp_8928e4c75f489b73,高亮暖调,高亮暖调_02,train,0
rcp_894222e6b7a7c773,胶片复古,胶片复古_00,train,0
rcp_8953e1f9589e1f9d,青橙胶片,青橙胶片_00,train,0
rcp_895c04f42ac2e253,暖调复古,暖调复古_00,train,0
rcp_897ad5f62e664f87,低饱和复古,低饱和复古_03,train,0
rcp_8984c90169245a0b,青橙胶片,青橙胶片_01,train,0
rcp_8988e81b89be5878,黑白全色相,黑白全色相_01,train,0
rcp_898eaf65ae6d7c14,暖调复古,暖调复古_01,train,0
rcp_89a607e8de41adae,青橙胶片,青橙胶片_00,train,0
rcp_89b7b8e1037f4aa9,青绿胶片,青绿胶片_01,train,0
rcp_89ba249119f437a7,青橙复古,青橙复古_02,train,0
rcp_89c712f2ad836e32,暖调品红,暖调品红_06,train,0
rcp_89ec4d3eed87b271,青橙胶片,青橙胶片_01,train,0
rcp_8a111282841fe77f,压暗胶片,压暗胶片_02,train,0
rcp_8a12be1b0a2bade7,青橙胶片,青橙胶片_01,train,0
rcp_8a2dd25ca97c637e,青橙胶片,青橙胶片_00,train,0
rcp_8a33f2b7fe6b231a,低饱和复古,低饱和复古_03,train,0
rcp_8a4cccc92288e5ae,低饱和复古,低饱和复古_03,train,0
rcp_8a500a1389d20922,冷调复古,冷调复古_03,train,0
rcp_8a84a186ea174598,冷调复古,冷调复古_03,train,0
rcp_8a84c0e2bf395e5a,暖调胶片,暖调胶片_05,train,0
rcp_8a936c3eb59697f6,高饱和暖调,高饱和暖调_00,train,0
rcp_8a95f49eeaba8c63,暖调品红,暖调品红_06,train,0
rcp_8acda53138de90b0,青橙胶片,青橙胶片_00,train,0
rcp_8adee7476ad4370c,青橙胶片,青橙胶片_00,train,0
rcp_8af85b686ec56f2d,暖调高亮,暖调高亮_00,train,0
rcp_8b09a5e5713de92b,高饱和暖调,高饱和暖调_00,train,0
rcp_8b3a216d23f4813e,胶片青绿,胶片青绿_00,train,0
rcp_8b65944b635ad196,暖调品红,暖调品红_05,train,0
rcp_8b6c2a66b633b5c0,青橙复古,青橙复古_02,train,0
rcp_8b9056157790f1ad,低饱和复古,低饱和复古_03,train,0
rcp_8b964a9551532c78,暖调高亮,暖调高亮_04,train,0
rcp_8b9d10ea5b8bf31d,黑白全色相,黑白全色相_00,train,0
rcp_8ba114ca61716707,高亮复古,高亮复古_06,train,0
rcp_8ba2f88e6f3f697c,低饱和复古,低饱和复古_03,train,0
rcp_8ba5cdd894fb123f,青橙胶片,青橙胶片_00,train,0
rcp_8ba6b5e04fb352be,青橙胶片,青橙胶片_01,train,0
rcp_8bc61c4cdcb01cbd,暖调复古,暖调复古_02,train,0
rcp_8bcbd3a4c003f6de,青绿高亮,青绿高亮_02,train,0
rcp_8bd25f57af84e1b7,青橙胶片,青橙胶片_00,train,0
rcp_8bece0f97a552b67,高亮复古,高亮复古_05,train,0
rcp_8c08a431e540575c,青橙胶片,青橙胶片_01,train,0
rcp_8c2b572bbb0b94b9,青橙胶片,青橙胶片_01,train,0
rcp_8c442e1eefb2c852,青橙胶片,青橙胶片_01,train,0
rcp_8c54378a01a6d17e,高亮冷调,高亮冷调_01,train,0
rcp_8c618953f831785d,青绿胶片,青绿胶片_01,train,0
rcp_8c6400d42475854a,复古暖调,复古暖调_00,train,0
rcp_8c6b5ee5d7e64c05,高亮冷调,高亮冷调_01,train,0
rcp_8c8dafeebe9ffe76,胶片复古,胶片复古_04,train,0
rcp_8ca826f3d2843396,高亮复古,高亮复古_05,train,0
rcp_8cb72c47da33ac59,暖调复古,暖调复古_01,train,0
rcp_8cb949bedc4dfcf8,青橙胶片,青橙胶片_00,train,0
rcp_8cc2c99004efecf8,全色相黑白,全色相黑白_03,train,0
rcp_8cc98178fe26fa0c,胶片复古,胶片复古_04,train,0
rcp_8cd9896076df6e29,复古胶片,复古胶片_03,train,0
rcp_8ce33f3fc50ccb24,高饱和暖调,高饱和暖调_00,train,0
rcp_8ce52d5a87670b92,胶片复古,胶片复古_04,train,0
rcp_8cee884611adb209,冷调复古,冷调复古_03,train,0
rcp_8cfc2d211f09d536,高亮清透,高亮清透_01,train,0
rcp_8d0026bd01093c53,暖调高亮,暖调高亮_05,train,0
rcp_8d09e945e7fd2f00,暖调品红,暖调品红_06,train,0
rcp_8d2420d9be718fbe,青橙胶片,青橙胶片_00,train,0
rcp_8d2b9b81f1e1a172,暖调胶片,暖调胶片_05,train,0
rcp_8d497f7468e464b1,胶片复古,胶片复古_04,train,0
rcp_8d59ef117647a3dc,冷调复古,冷调复古_03,train,0
rcp_8d65f4f08a8b7e3b,胶片复古,胶片复古_04,train,0
rcp_8d769088d44849fd,青橙胶片,青橙胶片_00,train,0
rcp_8d8bcb4e61ab9c4f,胶片青绿,胶片青绿_00,train,0
rcp_8da17c016dfa0f7e,高亮暖调,高亮暖调_02,train,0
rcp_8da67f360dc6d6c5,青橙暗调,青橙暗调_00,train,0
rcp_8dd4fc7e05f5367b,高饱和暖调,高饱和暖调_00,train,0
rcp_8dd7538a67de7e3b,高亮青绿,高亮青绿_04,train,0
rcp_8dd935b6d4b7d4ee,青橙胶片,青橙胶片_01,train,0
rcp_8de30cfb7a40ed25,胶片复古,胶片复古_04,train,0
rcp_8df11bc763232457,暖调复古,暖调复古_01,train,0
rcp_8e1db78f2ed3ec94,青橙暗调,青橙暗调_06,train,0
rcp_8e232d24b6d19de9,暖调品红,暖调品红_01,train,0
rcp_8e3efa1986cbf508,青橙胶片,青橙胶片_00,train,0
rcp_8e4e388ade82e81f,青橙胶片,青橙胶片_05,train,0
rcp_8e607c22f3437a80,胶片复古,胶片复古_04,train,0
rcp_8e766b756380e606,青橙低饱和,青橙低饱和_06,train,0
rcp_8e827d9d144a4a03,低饱和复古,低饱和复古_03,train,0
rcp_8e86d9edcfd65402,胶片青绿,胶片青绿_00,train,0
rcp_8e879af9b91840a0,青橙胶片,青橙胶片_00,train,0
rcp_8eabb0b59867dd6a,高亮冷调,高亮冷调_01,train,0
rcp_8edba01f79299260,暖调复古,暖调复古_02,train,0
rcp_8edc54cbca7ff0e3,青橙胶片,青橙胶片_00,train,0
rcp_8ee161d8c6a28444,暖调高亮,暖调高亮_00,train,0
rcp_8f0a91898c940e90,青橙暗调,青橙暗调_00,train,0
rcp_8f0c1e7e850ee5a8,复古暖调,复古暖调_03,train,0
rcp_8f57cc508ca9f3c2,压暗胶片,压暗胶片_02,train,0
rcp_8f79488ec61ee3dc,暖调胶片,暖调胶片_05,train,0
rcp_8f80b9699f7a824e,青橙暗调,青橙暗调_00,train,0
rcp_8f96a8d415550b45,暖调品红,暖调品红_06,train,0
rcp_8f9ef44afc53e7f1,高亮复古,高亮复古_06,train,0
rcp_8fb2bd57d33aecc2,复古胶片,复古胶片_03,train,0
rcp_8fb4fd5a88f0ddc9,高亮清透,高亮清透_01,train,0
rcp_8fc375fc1cbd609e,胶片青绿,胶片青绿_00,train,0
rcp_8fdba2c005eac8e8,胶片复古,胶片复古_04,train,0
rcp_8fea978155d020b2,胶片复古,胶片复古_04,train,0
rcp_8feacbbd5e5ba247,胶片青橙,胶片青橙_04,train,0
rcp_8ffaeaf4b0e8d909,暖调复古,暖调复古_01,train,0
rcp_9001fab0cecd337b,高饱和冷调,高饱和冷调_04,train,0
rcp_900300d43886b225,暖调胶片,暖调胶片_05,train,0
rcp_900387ff149da4ce,黑白全色相,黑白全色相_07,train,0
rcp_9036ed4675d7f717,压暗胶片,压暗胶片_02,train,0
rcp_904bc7693c68b9c7,青橙胶片,青橙胶片_05,train,0
rcp_904ea94db6facd2b,胶片复古,胶片复古_00,train,0
rcp_907186f70974d5cf,压暗胶片,压暗胶片_02,train,0
rcp_90767a1b0cd1867b,青橙胶片,青橙胶片_00,train,0
rcp_908678baef4ac7bf,青橙复古,青橙复古_02,train,0
rcp_9088d32877178986,胶片青橙,胶片青橙_04,train,0
rcp_909d95b7d74504b1,青橙胶片,青橙胶片_03,train,0
rcp_91037d6a4a03859b,高饱和暖调,高饱和暖调_00,train,0
rcp_9104e34c2a73f491,暖调复古,暖调复古_02,train,0
rcp_91126df06f8afeaa,胶片青橙,胶片青橙_04,train,0
rcp_91516ffd3cb2e711,撞色暖调,撞色暖调_06,train,0
rcp_915861e64477edb2,青橙胶片,青橙胶片_00,train,0
rcp_916972eaaffcc055,压暗胶片,压暗胶片_02,train,0
rcp_9180c385281dc59b,青橙胶片,青橙胶片_05,train,0
rcp_919b92579751a05b,青橙胶片,青橙胶片_00,train,0
rcp_91a4bdf75ff47ee1,冷调复古,冷调复古_03,train,0
rcp_91a5c576bc4de473,青橙胶片,青橙胶片_05,train,0
rcp_91a7913eba113eb2,复古暖调,复古暖调_00,train,0
rcp_91a86989ccba98fc,青橙暗调,青橙暗调_02,train,0
rcp_91aed7a55d9805d4,高亮暖调,高亮暖调_02,train,0
rcp_91c49e29915ec5ee,青绿胶片,青绿胶片_01,train,0
rcp_91d6e2f917493126,高饱和暖调,高饱和暖调_00,train,0
rcp_91e77b32aafeaeb2,高亮复古,高亮复古_05,train,0
rcp_91e7bdcf05ac5cdb,青橙胶片,青橙胶片_00,train,0
rcp_920b41fd56dac1ba,暖调复古,暖调复古_01,train,0
rcp_921b41a837f3b620,青橙胶片,青橙胶片_00,train,0
rcp_9232a34f6407223f,胶片复古,胶片复古_04,train,0
rcp_92358c8bacaa2197,高饱和暖调,高饱和暖调_00,train,0
rcp_927e5b9ed2ee7ee6,青橙胶片,青橙胶片_00,train,0
rcp_9296467902bdd875,青橙复古,青橙复古_05,train,0
rcp_92c5e4fc452d3988,品红复古,品红复古_02,train,0
rcp_93047b0bedb4a4dd,高亮暖调,高亮暖调_10,train,0
rcp_932c9d27d884a1be,高亮暖调,高亮暖调_02,train,0
rcp_934b6ee61af5afbe,冷调复古,冷调复古_03,train,0
rcp_9350b464548931fa,青橙复古,青橙复古_05,train,0
rcp_9353542d042bbaee,青橙复古,青橙复古_02,train,0
rcp_9355d81a1e56d45e,青橙胶片,青橙胶片_01,train,0
rcp_93abe759912459c4,高亮暖调,高亮暖调_02,train,0
rcp_93c059988c0b1dde,暖调复古,暖调复古_01,train,0
rcp_93cbfbb009a92991,胶片青橙,胶片青橙_04,train,0
rcp_93f60068c635e0be,青橙复古,青橙复古_02,train,0
rcp_93fc81e5ea13f1f8,高亮清透,高亮清透_01,train,0
rcp_93fe0c858dc8787c,复古胶片,复古胶片_03,train,0
rcp_9405691c09cc601d,胶片复古,胶片复古_04,train,0
rcp_9406f2d31d7635ba,胶片青绿,胶片青绿_00,train,0
rcp_9412e31656120a4f,高亮暖调,高亮暖调_07,train,0
rcp_94153695306e23ad,黑白全色相,黑白全色相_01,train,0
rcp_9422a3da9c1267f6,暖调复古,暖调复古_01,train,0
rcp_94469f650a206cb3,冷调复古,冷调复古_03,train,0
rcp_94512470363519f3,青橙胶片,青橙胶片_00,train,0
rcp_945f3f85d76bbfd1,青橙胶片,青橙胶片_01,train,0
rcp_9468cad11ec383c8,高饱和暖调,高饱和暖调_00,train,0
rcp_94741e9211a2be62,高亮暖调,高亮暖调_09,train,0
rcp_947e00c15a9d2493,胶片复古,胶片复古_04,train,0
rcp_94848e7d7c63b24d,高亮清透,高亮清透_01,train,0
rcp_948738b837a36dd7,暖调复古,暖调复古_02,train,0
rcp_94bd80dc22e81135,青橙复古,青橙复古_02,train,0
rcp_94c633a1471327c2,胶片青橙,胶片青橙_04,train,0
rcp_94d45f8cb8b14b78,黑白全色相,黑白全色相_00,train,0
rcp_94da423740811f34,复古暖调,复古暖调_03,train,0
rcp_94dd46b5d7f4f2a7,胶片复古,胶片复古_04,train,0
rcp_94f618f36b5e0a3f,暖调高亮,暖调高亮_04,train,0
rcp_9523a5a280d9a89a,青绿高亮,青绿高亮_02,train,0
rcp_952e869159f48158,胶片复古,胶片复古_04,train,0
rcp_95306d7404da5337,青橙胶片,青橙胶片_05,train,0
rcp_954933dac8ed2b88,青橙胶片,青橙胶片_01,train,0
rcp_955770d4a7efae95,压暗胶片,压暗胶片_02,train,0
rcp_955e9101c6d4d880,复古暖调,复古暖调_03,train,0
rcp_955fb767f4c94206,压暗胶片,压暗胶片_02,train,0
rcp_9570ac266471df4f,青橙胶片,青橙胶片_00,train,0
rcp_9581ab9cce4bca0d,胶片复古,胶片复古_00,train,0
rcp_95e62c4c96becebb,品红复古,品红复古_02,train,0
rcp_960be12e2e8ca8f3,高亮冷调,高亮冷调_03,train,0
rcp_960beb3218067c70,青绿胶片,青绿胶片_01,train,0
rcp_962b9cc894e8f4c2,胶片复古,胶片复古_04,train,0
rcp_96372dd3a0fb6930,青橙胶片,青橙胶片_00,train,0
rcp_96519433b279f7ea,高饱和暖调,高饱和暖调_00,train,0
rcp_966e7f14fcb2798b,胶片复古,胶片复古_04,train,0
rcp_96792c0e32d9dcf3,青橙胶片,青橙胶片_00,train,0
rcp_968acb1f8cd0450c,胶片青橙,胶片青橙_04,train,0
rcp_968dc9b6c649e634,青橙复古,青橙复古_05,train,0
rcp_968ffd36dfcdd3db,高亮暖调,高亮暖调_02,train,0
rcp_96b0f00d65b23f32,高亮清透,高亮清透_01,train,0
rcp_96cd9a6c3a17f737,黑白全色相,黑白全色相_01,train,0
rcp_96d373dab839fc3f,青橙胶片,青橙胶片_00,train,0
rcp_96ddafca05d882fa,暖调高亮,暖调高亮_04,train,0
rcp_96e59e21ecca4dd7,青橙胶片,青橙胶片_00,train,0
rcp_96e7895ad4363940,高亮冷调,高亮冷调_01,train,0
rcp_973fe020d1e58b33,青橙胶片,青橙胶片_00,train,0
rcp_97534214b862ebaf,青橙胶片,青橙胶片_00,train,0
rcp_977244ba867f2ec1,暖调复古,暖调复古_00,train,0
rcp_97843f0f30d0c35a,胶片青橙,胶片青橙_04,train,0
rcp_97a964492f12379a,暖调胶片,暖调胶片_05,train,0
rcp_97aa8bafa49a82fb,高饱和暖调,高饱和暖调_00,train,0
rcp_97b1213e0d2bc231,青橙胶片,青橙胶片_00,train,0
rcp_97e9366e1cb506b5,青橙胶片,青橙胶片_00,train,0
rcp_97f14ac62b22e5f3,低饱和复古,低饱和复古_03,train,0
rcp_97f7b14e7f9325c6,暖调品红,暖调品红_06,train,0
rcp_98047587cbc75a2b,青橙胶片,青橙胶片_00,train,0
rcp_980f87c1e18d97fa,低饱和复古,低饱和复古_03,train,0
rcp_981bcdc1c37f15ee,压暗胶片,压暗胶片_02,train,0
rcp_981d3a87f6665475,青橙胶片,青橙胶片_00,train,0
rcp_981e5efd56665bac,品红复古,品红复古_02,train,0
rcp_98258cb426016a50,暖调胶片,暖调胶片_05,train,0
rcp_983a32deffe579b7,胶片青橙,胶片青橙_04,train,0
rcp_9864c5435e9783c0,高饱和暖调,高饱和暖调_00,train,0
rcp_986f17a6bd3ee882,青橙胶片,青橙胶片_05,train,0
rcp_987d748a6bc4faab,青橙胶片,青橙胶片_00,train,0
rcp_989bf48ca9856a1c,青橙胶片,青橙胶片_00,train,0
rcp_98a6d49c742f0ae3,高亮暖调,高亮暖调_02,train,0
rcp_98bc84c97903cac1,高亮冷调,高亮冷调_01,train,0
rcp_98cf11f9410c0f67,青橙复古,青橙复古_02,train,0
rcp_98d01ac259cea240,高亮暖调,高亮暖调_02,train,0
rcp_98f437b0ff4052a5,胶片去色,胶片去色_05,train,0
rcp_9910943d3cd8290e,青橙复古,青橙复古_02,train,0
rcp_99165be4261ba2ca,青橙胶片,青橙胶片_01,train,0
rcp_994025b4ccb5e181,高亮清透,高亮清透_01,train,0
rcp_994bdca160e11c63,青橙胶片,青橙胶片_01,train,0
rcp_995bf2019870af2c,胶片青绿,胶片青绿_00,train,0
rcp_996cb9ceff34bb9e,高饱和暖调,高饱和暖调_00,train,0
rcp_9978c1eb1e45024c,青橙胶片,青橙胶片_00,train,0
rcp_997e296310eda36e,胶片去色,胶片去色_05,train,0
rcp_99a0f18052f81486,复古暖调,复古暖调_08,train,0
rcp_99b9c2376e59109f,青橙暗调,青橙暗调_02,train,0
rcp_99c2753d351ca561,暖调高亮,暖调高亮_04,train,0
rcp_99dfadeea5e5b25b,高饱和暖调,高饱和暖调_00,train,0
rcp_99e45616ac6bd572,暖调复古,暖调复古_01,train,0
rcp_9a279ee893154db7,高亮暖调,高亮暖调_09,train,0
rcp_9a280fa0093c2829,黑白全色相,黑白全色相_01,train,0
rcp_9a340eb22c3ce83f,高亮清透,高亮清透_01,train,0
rcp_9a37f292472282f1,压暗胶片,压暗胶片_02,train,0
rcp_9a4bcdd08bda4712,青橙胶片,青橙胶片_01,train,0
rcp_9a51713b977b39c0,黑白全色相,黑白全色相_01,train,0
rcp_9a5ec720d7ef1ed8,青橙胶片,青橙胶片_00,train,0
rcp_9a658579261ed1ef,青绿高亮,青绿高亮_02,train,0
rcp_9a7ee48fe8cfb6c0,胶片复古,胶片复古_04,train,0
rcp_9a907db306e91f17,青橙胶片,青橙胶片_01,train,0
rcp_9a9f32a96755edcd,青橙胶片,青橙胶片_01,train,0
rcp_9aaf2b3bd4006fdc,暖调复古,暖调复古_01,train,0
rcp_9ab752c0f3a37ef9,压暗胶片,压暗胶片_02,train,0
rcp_9ac32ee861a12f99,复古暖调,复古暖调_11,train,0
rcp_9ad518e3fd05177e,低饱和复古,低饱和复古_03,train,0
rcp_9ade33886c55844c,青橙复古,青橙复古_05,train,0
rcp_9adf41ab6b9c53fb,高亮清透,高亮清透_01,train,0
rcp_9aea92d02efda3fd,青橙胶片,青橙胶片_01,train,0
rcp_9aed22bffc125d82,复古暖调,复古暖调_00,train,0
rcp_9b1728148ae74670,低饱和复古,低饱和复古_03,train,0
rcp_9b1952cdf6b8dee2,复古青橙,复古青橙_03,train,0
rcp_9b1d3460d5c1ea65,胶片青橙,胶片青橙_04,train,0
rcp_9b56f79fc65439a4,青橙胶片,青橙胶片_01,train,0
rcp_9b65ecc14fceb8c1,胶片青橙,胶片青橙_04,train,0
rcp_9b7535cc0ee1a156,胶片青绿,胶片青绿_00,train,0
rcp_9b8106e57f52dbad,高饱和暖调,高饱和暖调_00,train,0
rcp_9b816d211df4ccab,压暗胶片,压暗胶片_02,train,0
rcp_9b845a3a406380a0,暖调胶片,暖调胶片_05,train,0
rcp_9b875fe0bbd442b9,青橙胶片,青橙胶片_00,train,0
rcp_9bc164aeacbf1acf,青橙胶片,青橙胶片_01,train,0
rcp_9bd75100352ceea8,压暗胶片,压暗胶片_02,train,0
rcp_9be983f844d441de,高亮暖调,高亮暖调_02,train,0
rcp_9bf21ffb2ff7be2d,胶片青橙,胶片青橙_04,train,0
rcp_9bf3961a1b86ff97,高亮清透,高亮清透_01,train,0
rcp_9c27da0f984807fc,黑白全色相,黑白全色相_00,train,0
rcp_9c5fc3950da225b8,暖调复古,暖调复古_02,train,0
rcp_9c62c2ca349d3398,高饱和暖调,高饱和暖调_00,train,0
rcp_9c6a236f704fab24,青橙胶片,青橙胶片_00,train,0
rcp_9c77bf597cfad4d3,青橙胶片,青橙胶片_01,train,0
rcp_9c7d0f67752b3005,青橙胶片,青橙胶片_01,train,0
rcp_9ca0aa8a5e6bc603,青绿胶片,青绿胶片_01,train,0
rcp_9cbd3fda63f4bac2,高饱和暖调,高饱和暖调_00,train,0
rcp_9ce5e6cb9c1b2106,胶片复古,胶片复古_04,train,0
rcp_9cee3ff55b447bff,暖调高亮,暖调高亮_00,train,0
rcp_9d1ec1a682bc09b0,青橙胶片,青橙胶片_01,train,0
rcp_9d307a6a55308c59,青橙胶片,青橙胶片_00,train,0
rcp_9d33a01289b7cd96,暖调复古,暖调复古_04,train,0
rcp_9d35e73f31e3ba53,青橙胶片,青橙胶片_00,train,0
rcp_9d3b0d6d545992b1,高亮冷调,高亮冷调_01,train,0
rcp_9d57d54df14a908d,青橙胶片,青橙胶片_00,train,0
rcp_9d5a387f4e3aed8f,暖调胶片,暖调胶片_05,train,0
rcp_9d655fb181dcfb5a,复古胶片,复古胶片_03,train,0
rcp_9d72f6bd084ebaa3,高亮暖调,高亮暖调_02,train,0
rcp_9d783d9dabc10abc,高饱和暖调,高饱和暖调_00,train,0
rcp_9d78d35ecab94bff,青橙胶片,青橙胶片_01,train,0
rcp_9d8a9498c4619fa9,胶片复古,胶片复古_04,train,0
rcp_9da827817cda7af1,暖调品红,暖调品红_06,train,0
rcp_9db5b7acaba05a9c,青绿高亮,青绿高亮_02,train,0
rcp_9dc3d6029dfa0993,胶片青橙,胶片青橙_04,train,0
rcp_9dc86dc893a57ae5,低饱和复古,低饱和复古_03,train,0
rcp_9de819d24609c9b0,青橙胶片,青橙胶片_01,train,0
rcp_9e0152c71546f9c6,青橙胶片,青橙胶片_00,train,0
rcp_9e0666e586aa1dfc,高亮暖调,高亮暖调_09,train,0
